p,pos,u,sim,target_fdr,method,empirical_fdr,power,n_selected
300,80,0.0,94,0.05,DeepLINK,0.4333333333333333,0.5666666666666667,30
300,80,0.0,95,0.05,DeepLINK,0.125,0.2333333333333333,8
300,80,0.0,96,0.05,DeepLINK,0.0909090909090909,0.3333333333333333,11
300,80,0.0,97,0.05,DeepLINK,0.2666666666666666,0.3666666666666666,15
300,80,0.0,98,0.05,DeepLINK,0.2222222222222222,0.4666666666666667,18
300,80,0.0,99,0.05,DeepLINK,0.3636363636363636,0.4666666666666667,22
300,80,0.0,100,0.05,DeepLINK,0.2142857142857142,0.3666666666666666,14
300,80,0.0,1,0.1,DeepLINK,0.3333333333333333,0.2,9
300,80,0.0,2,0.1,DeepLINK,0.5121951219512195,0.6666666666666666,41
300,80,0.0,3,0.1,DeepLINK,0.4583333333333333,0.4333333333333333,24
300,80,0.0,4,0.1,DeepLINK,0.25,0.4,16
300,80,0.0,5,0.1,DeepLINK,0.5333333333333333,0.4666666666666667,30
300,80,0.0,6,0.1,DeepLINK,0.3478260869565217,0.5,23
300,80,0.0,7,0.1,DeepLINK,0.2,0.5333333333333333,20
300,80,0.0,8,0.1,DeepLINK,0.1538461538461538,0.3666666666666666,13
300,80,0.0,9,0.1,DeepLINK,0.3636363636363636,0.4666666666666667,22
300,80,0.0,10,0.1,DeepLINK,0.3636363636363636,0.4666666666666667,22
300,80,0.0,11,0.1,DeepLINK,0.2142857142857142,0.3666666666666666,14
300,80,0.0,12,0.1,DeepLINK,0.4074074074074074,0.5333333333333333,27
300,80,0.0,13,0.1,DeepLINK,0.3,0.4666666666666667,20
300,80,0.0,14,0.1,DeepLINK,0.4827586206896552,0.5,29
300,80,0.0,15,0.1,DeepLINK,0.5454545454545454,0.1666666666666666,11
300,80,0.0,16,0.1,DeepLINK,0.36,0.5333333333333333,25
300,80,0.0,17,0.1,DeepLINK,0.28,0.6,25
300,80,0.0,18,0.1,DeepLINK,0.2777777777777778,0.4333333333333333,18
300,80,0.0,19,0.1,DeepLINK,0.2916666666666667,0.5666666666666667,24
300,80,0.0,20,0.1,DeepLINK,0.2307692307692307,0.3333333333333333,13
300,80,0.0,21,0.1,DeepLINK,0.4242424242424242,0.6333333333333333,33
300,80,0.0,22,0.1,DeepLINK,0.1764705882352941,0.4666666666666667,17
300,80,0.0,23,0.1,DeepLINK,0.4666666666666667,0.5333333333333333,30
300,80,0.0,24,0.1,DeepLINK,0.1333333333333333,0.4333333333333333,15
300,80,0.0,25,0.1,DeepLINK,0.3125,0.3666666666666666,16
300,80,0.0,26,0.1,DeepLINK,0.2608695652173913,0.5666666666666667,23
300,80,0.0,27,0.1,DeepLINK,0.3181818181818182,0.5,22
300,80,0.0,28,0.1,DeepLINK,0.2352941176470588,0.4333333333333333,17
300,80,0.0,29,0.1,DeepLINK,0.6136363636363636,0.5666666666666667,44
300,80,0.0,30,0.1,DeepLINK,0.3333333333333333,0.4,18
300,80,0.0,31,0.1,DeepLINK,0.4375,0.6,32
300,80,0.0,32,0.1,DeepLINK,0.0,0.1333333333333333,4
300,80,0.0,33,0.1,DeepLINK,0.3,0.4666666666666667,20
300,80,0.0,34,0.1,DeepLINK,0.5555555555555556,0.6666666666666666,45
300,80,0.0,35,0.1,DeepLINK,0.2941176470588235,0.4,17
300,80,0.0,36,0.1,DeepLINK,0.3333333333333333,0.4666666666666667,21
300,80,0.0,37,0.1,DeepLINK,0.3684210526315789,0.4,19
300,80,0.0,38,0.1,DeepLINK,0.2666666666666666,0.3666666666666666,15
300,80,0.0,39,0.1,DeepLINK,0.3846153846153846,0.5333333333333333,26
300,80,0.0,40,0.1,DeepLINK,0.4444444444444444,0.5,27
300,80,0.0,41,0.1,DeepLINK,0.5238095238095238,0.3333333333333333,21
300,80,0.0,42,0.1,DeepLINK,0.3571428571428571,0.3,14
300,80,0.0,43,0.1,DeepLINK,0.4545454545454545,0.4,22
300,80,0.0,44,0.1,DeepLINK,0.4,0.4,20
300,80,0.0,45,0.1,DeepLINK,0.5555555555555556,0.4,27
300,80,0.0,46,0.1,DeepLINK,0.1428571428571428,0.4,14
300,80,0.0,47,0.1,DeepLINK,0.3809523809523809,0.4333333333333333,21
300,80,0.0,48,0.1,DeepLINK,0.3333333333333333,0.4666666666666667,21
300,80,0.0,49,0.1,DeepLINK,0.3571428571428571,0.3,14
300,80,0.0,50,0.1,DeepLINK,0.1333333333333333,0.4333333333333333,15
300,80,0.0,51,0.1,DeepLINK,0.3333333333333333,0.5333333333333333,24
300,80,0.0,52,0.1,DeepLINK,0.2666666666666666,0.3666666666666666,15
300,80,0.0,53,0.1,DeepLINK,0.4210526315789473,0.3666666666666666,19
300,80,0.0,54,0.1,DeepLINK,0.3333333333333333,0.5333333333333333,24
300,80,0.0,55,0.1,DeepLINK,0.3333333333333333,0.5333333333333333,24
300,80,0.0,56,0.1,DeepLINK,0.3333333333333333,0.2666666666666666,12
300,80,0.0,57,0.1,DeepLINK,0.375,0.3333333333333333,16
300,80,0.0,58,0.1,DeepLINK,0.3461538461538461,0.5666666666666667,26
300,80,0.0,59,0.1,DeepLINK,0.1538461538461538,0.3666666666666666,13
300,80,0.0,60,0.1,DeepLINK,0.3333333333333333,0.4666666666666667,21
300,80,0.0,61,0.1,DeepLINK,0.0,0.3666666666666666,11
300,80,0.0,62,0.1,DeepLINK,0.4193548387096774,0.6,31
300,80,0.0,63,0.1,DeepLINK,0.4,0.6,30
300,80,0.0,64,0.1,DeepLINK,0.4571428571428571,0.6333333333333333,35
300,80,0.0,65,0.1,DeepLINK,0.3333333333333333,0.4666666666666667,21
300,80,0.0,66,0.1,DeepLINK,0.3125,0.3666666666666666,16
300,80,0.0,67,0.1,DeepLINK,0.5,0.1666666666666666,10
300,80,0.0,68,0.1,DeepLINK,0.391304347826087,0.4666666666666667,23
300,80,0.0,69,0.1,DeepLINK,0.1428571428571428,0.4,14
300,80,0.0,70,0.1,DeepLINK,0.3,0.2333333333333333,10
300,80,0.0,71,0.1,DeepLINK,0.4230769230769231,0.5,26
300,80,0.0,72,0.1,DeepLINK,0.0909090909090909,0.3333333333333333,11
300,80,0.0,73,0.1,DeepLINK,0.4166666666666667,0.4666666666666667,24
300,80,0.0,74,0.1,DeepLINK,0.4090909090909091,0.4333333333333333,22
300,80,0.0,75,0.1,DeepLINK,0.3181818181818182,0.5,22
300,80,0.0,76,0.1,DeepLINK,0.4545454545454545,0.4,22
300,80,0.0,77,0.1,DeepLINK,0.2666666666666666,0.3666666666666666,15
300,80,0.0,78,0.1,DeepLINK,0.44,0.4666666666666667,25
300,80,0.0,79,0.1,DeepLINK,0.5,0.3666666666666666,22
300,80,0.0,80,0.1,DeepLINK,0.0833333333333333,0.3666666666666666,12
300,80,0.0,81,0.1,DeepLINK,0.6097560975609756,0.5333333333333333,41
300,80,0.0,82,0.1,DeepLINK,0.5405405405405406,0.5666666666666667,37
300,80,0.0,83,0.1,DeepLINK,0.2142857142857142,0.3666666666666666,14
300,80,0.0,84,0.1,DeepLINK,0.4117647058823529,0.3333333333333333,17
300,80,0.0,85,0.1,DeepLINK,0.1764705882352941,0.4666666666666667,17
300,80,0.0,86,0.1,DeepLINK,0.3529411764705882,0.3666666666666666,17
300,80,0.0,87,0.1,DeepLINK,0.35,0.4333333333333333,20
300,80,0.0,88,0.1,DeepLINK,0.3478260869565217,0.5,23
300,80,0.0,89,0.1,DeepLINK,0.1428571428571428,0.2,7
300,80,0.0,90,0.1,DeepLINK,0.5277777777777778,0.5666666666666667,36
300,80,0.0,91,0.1,DeepLINK,0.3181818181818182,0.5,22
300,80,0.0,92,0.1,DeepLINK,0.391304347826087,0.4666666666666667,23
300,80,0.0,93,0.1,DeepLINK,0.0714285714285714,0.4333333333333333,14
300,80,0.0,94,0.1,DeepLINK,0.4516129032258064,0.5666666666666667,31
300,80,0.0,95,0.1,DeepLINK,0.1333333333333333,0.4333333333333333,15
300,80,0.0,96,0.1,DeepLINK,0.0666666666666666,0.4666666666666667,15
300,80,0.0,97,0.1,DeepLINK,0.36,0.5333333333333333,25
300,80,0.0,98,0.1,DeepLINK,0.3125,0.7333333333333333,32
300,80,0.0,99,0.1,DeepLINK,0.2608695652173913,0.5666666666666667,23
300,80,0.0,100,0.1,DeepLINK,0.4,0.4,20
300,80,0.0,1,0.15,DeepLINK,0.4375,0.3,16
300,80,0.0,2,0.15,DeepLINK,0.5277777777777778,0.5666666666666667,36
300,80,0.0,3,0.15,DeepLINK,0.4583333333333333,0.4333333333333333,24
300,80,0.0,4,0.15,DeepLINK,0.1666666666666666,0.3333333333333333,12
300,80,0.0,5,0.15,DeepLINK,0.3333333333333333,0.4,18
300,80,0.0,6,0.15,DeepLINK,0.4333333333333333,0.5666666666666667,30
300,80,0.0,7,0.15,DeepLINK,0.3529411764705882,0.3666666666666666,17
300,80,0.0,8,0.15,DeepLINK,0.45,0.3666666666666666,20
300,80,0.0,9,0.15,DeepLINK,0.6470588235294118,0.6,51
300,80,0.0,10,0.15,DeepLINK,0.6097560975609756,0.5333333333333333,41
300,80,0.0,11,0.15,DeepLINK,0.5,0.2666666666666666,16
300,80,0.0,12,0.15,DeepLINK,0.6097560975609756,0.5333333333333333,41
300,80,0.0,13,0.15,DeepLINK,0.5483870967741935,0.4666666666666667,31
300,80,0.0,14,0.15,DeepLINK,0.48,0.4333333333333333,25
300,80,0.0,15,0.15,DeepLINK,0.44,0.4666666666666667,25
300,80,0.0,16,0.15,DeepLINK,0.2,0.4,15
300,80,0.0,17,0.15,DeepLINK,0.2352941176470588,0.4333333333333333,17
300,80,0.0,18,0.15,DeepLINK,0.5555555555555556,0.4,27
300,80,0.0,19,0.15,DeepLINK,0.3333333333333333,0.6,27
300,80,0.0,20,0.15,DeepLINK,0.45,0.3666666666666666,20
300,80,0.0,21,0.15,DeepLINK,0.4,0.6,30
300,80,0.0,22,0.15,DeepLINK,0.5,0.4666666666666667,28
300,80,0.0,23,0.15,DeepLINK,0.35,0.4333333333333333,20
300,80,0.0,24,0.15,DeepLINK,0.4705882352941176,0.6,34
300,80,0.0,25,0.15,DeepLINK,0.5,0.4,24
300,80,0.0,26,0.15,DeepLINK,0.2222222222222222,0.4666666666666667,18
300,80,0.0,27,0.15,DeepLINK,0.5294117647058824,0.5333333333333333,34
300,80,0.0,28,0.15,DeepLINK,0.25,0.5,20
300,80,0.0,29,0.15,DeepLINK,0.625,0.5,40
300,80,0.0,30,0.15,DeepLINK,0.4285714285714285,0.4,21
300,80,0.0,31,0.15,DeepLINK,0.5,0.3333333333333333,20
300,80,0.0,32,0.15,DeepLINK,0.25,0.4,16
300,80,0.0,33,0.15,DeepLINK,0.5277777777777778,0.5666666666666667,36
300,80,0.0,34,0.15,DeepLINK,0.2,0.6666666666666666,25
300,80,0.0,35,0.15,DeepLINK,0.0769230769230769,0.4,13
300,80,0.0,36,0.15,DeepLINK,0.4242424242424242,0.6333333333333333,33
300,80,0.0,37,0.15,DeepLINK,0.5555555555555556,0.5333333333333333,36
300,80,0.0,38,0.15,DeepLINK,0.4074074074074074,0.5333333333333333,27
300,80,0.0,39,0.15,DeepLINK,0.3793103448275862,0.6,29
300,80,0.0,40,0.15,DeepLINK,0.4814814814814814,0.4666666666666667,27
300,80,0.0,41,0.15,DeepLINK,0.375,0.3333333333333333,16
300,80,0.0,42,0.15,DeepLINK,0.25,0.4,16
300,80,0.0,43,0.15,DeepLINK,0.3793103448275862,0.6,29
300,80,0.0,44,0.15,DeepLINK,0.4761904761904761,0.3666666666666666,21
300,80,0.0,45,0.15,DeepLINK,0.5454545454545454,0.3333333333333333,22
300,80,0.0,46,0.15,DeepLINK,0.4333333333333333,0.5666666666666667,30
300,80,0.0,47,0.15,DeepLINK,0.5952380952380952,0.5666666666666667,42
300,80,0.0,48,0.15,DeepLINK,0.35,0.4333333333333333,20
300,80,0.0,49,0.15,DeepLINK,0.3636363636363636,0.4666666666666667,22
300,80,0.0,50,0.15,DeepLINK,0.25,0.4,16
300,80,0.0,51,0.15,DeepLINK,0.3181818181818182,0.5,22
300,80,0.0,52,0.15,DeepLINK,0.3181818181818182,0.5,22
300,80,0.0,53,0.15,DeepLINK,0.3529411764705882,0.3666666666666666,17
300,80,0.0,54,0.15,DeepLINK,0.3571428571428571,0.6,28
300,80,0.0,55,0.15,DeepLINK,0.5853658536585366,0.5666666666666667,41
300,80,0.0,56,0.15,DeepLINK,0.1875,0.4333333333333333,16
300,80,0.0,57,0.15,DeepLINK,0.5714285714285714,0.5,35
300,80,0.0,58,0.15,DeepLINK,0.3181818181818182,0.5,22
300,80,0.0,59,0.15,DeepLINK,0.0909090909090909,0.3333333333333333,11
300,80,0.0,60,0.15,DeepLINK,0.3333333333333333,0.4,18
300,80,0.0,61,0.15,DeepLINK,0.0,0.3666666666666666,11
300,80,0.0,62,0.15,DeepLINK,0.3703703703703703,0.5666666666666667,27
300,80,0.0,63,0.15,DeepLINK,0.4482758620689655,0.5333333333333333,29
300,80,0.0,64,0.15,DeepLINK,0.3043478260869565,0.5333333333333333,23
300,80,0.0,65,0.15,DeepLINK,0.3636363636363636,0.4666666666666667,22
300,80,0.0,66,0.15,DeepLINK,0.2857142857142857,0.5,21
300,80,0.0,67,0.15,DeepLINK,0.1875,0.4333333333333333,16
300,80,0.0,68,0.15,DeepLINK,0.4166666666666667,0.7,36
300,80,0.0,69,0.15,DeepLINK,0.3181818181818182,0.5,22
300,80,0.0,70,0.15,DeepLINK,0.125,0.4666666666666667,16
300,80,0.0,71,0.15,DeepLINK,0.5185185185185185,0.4333333333333333,27
300,80,0.0,72,0.15,DeepLINK,0.5588235294117647,0.5,34
300,80,0.0,73,0.15,DeepLINK,0.4193548387096774,0.6,31
300,80,0.0,74,0.15,DeepLINK,0.2222222222222222,0.4666666666666667,18
300,80,0.0,75,0.15,DeepLINK,0.3333333333333333,0.4666666666666667,21
300,80,0.0,76,0.15,DeepLINK,0.5,0.4666666666666667,28
300,80,0.0,77,0.15,DeepLINK,0.1333333333333333,0.4333333333333333,15
300,80,0.0,78,0.15,DeepLINK,0.5217391304347826,0.3666666666666666,23
300,80,0.0,79,0.15,DeepLINK,0.5121951219512195,0.6666666666666666,41
300,80,0.0,80,0.15,DeepLINK,0.4615384615384615,0.4666666666666667,26
300,80,0.0,81,0.15,DeepLINK,0.5333333333333333,0.4666666666666667,30
300,80,0.0,82,0.15,DeepLINK,0.3,0.4666666666666667,20
300,80,0.0,83,0.15,DeepLINK,0.25,0.4,16
300,80,0.0,84,0.15,DeepLINK,0.5,0.5666666666666667,34
300,80,0.0,85,0.15,DeepLINK,0.2941176470588235,0.4,17
300,80,0.0,86,0.15,DeepLINK,0.4090909090909091,0.4333333333333333,22
300,80,0.0,87,0.15,DeepLINK,0.25,0.5,20
300,80,0.0,88,0.15,DeepLINK,0.238095238095238,0.5333333333333333,21
300,80,0.0,89,0.15,DeepLINK,0.3333333333333333,0.4,18
300,80,0.0,90,0.15,DeepLINK,0.55,0.6,40
300,80,0.0,91,0.15,DeepLINK,0.5161290322580645,0.5,31
300,80,0.0,92,0.15,DeepLINK,0.2857142857142857,0.5,21
300,80,0.0,93,0.15,DeepLINK,0.4,0.5,25
300,80,0.0,94,0.15,DeepLINK,0.32,0.5666666666666667,25
300,80,0.0,95,0.15,DeepLINK,0.2727272727272727,0.5333333333333333,22
300,80,0.0,96,0.15,DeepLINK,0.4137931034482758,0.5666666666666667,29
300,80,0.0,97,0.15,DeepLINK,0.3181818181818182,0.5,22
300,80,0.0,98,0.15,DeepLINK,0.3333333333333333,0.6,27
300,80,0.0,99,0.15,DeepLINK,0.2,0.4,15
300,80,0.0,100,0.15,DeepLINK,0.5357142857142857,0.4333333333333333,28
300,80,0.0,1,0.2,DeepLINK,0.4166666666666667,0.2333333333333333,12
300,80,0.0,2,0.2,DeepLINK,0.6428571428571429,0.6666666666666666,56
300,80,0.0,3,0.2,DeepLINK,0.5666666666666667,0.4333333333333333,30
300,80,0.0,4,0.2,DeepLINK,0.3333333333333333,0.4666666666666667,21
300,80,0.0,5,0.2,DeepLINK,0.6727272727272727,0.6,55
300,80,0.0,6,0.2,DeepLINK,0.4666666666666667,0.5333333333333333,30
300,80,0.0,7,0.2,DeepLINK,0.3,0.4666666666666667,20
300,80,0.0,8,0.2,DeepLINK,0.5,0.5333333333333333,32
300,80,0.0,9,0.2,DeepLINK,0.5161290322580645,0.5,31
300,80,0.0,10,0.2,DeepLINK,0.4,0.6,30
300,80,0.0,11,0.2,DeepLINK,0.4411764705882353,0.6333333333333333,34
300,80,0.0,12,0.2,DeepLINK,0.7428571428571429,0.3,35
300,80,0.0,13,0.2,DeepLINK,0.4166666666666667,0.4666666666666667,24
300,80,0.0,14,0.2,DeepLINK,0.5714285714285714,0.6,42
300,80,0.0,15,0.2,DeepLINK,0.36,0.5333333333333333,25
300,80,0.0,16,0.2,DeepLINK,0.5675675675675675,0.5333333333333333,37
300,80,0.0,17,0.2,DeepLINK,0.1111111111111111,0.5333333333333333,18
300,80,0.0,18,0.2,DeepLINK,0.3636363636363636,0.4666666666666667,22
300,80,0.0,19,0.2,DeepLINK,0.55,0.6,40
300,80,0.0,20,0.2,DeepLINK,0.5,0.5,30
300,80,0.0,21,0.2,DeepLINK,0.4285714285714285,0.5333333333333333,28
300,80,0.0,22,0.2,DeepLINK,0.4838709677419355,0.5333333333333333,31
300,80,0.0,23,0.2,DeepLINK,0.6470588235294118,0.4,34
300,80,0.0,24,0.2,DeepLINK,0.3703703703703703,0.5666666666666667,27
300,80,0.0,25,0.2,DeepLINK,0.3636363636363636,0.4666666666666667,22
300,80,0.0,26,0.2,DeepLINK,0.2903225806451613,0.7333333333333333,31
300,80,0.0,27,0.2,DeepLINK,0.5526315789473685,0.5666666666666667,38
300,80,0.0,28,0.2,DeepLINK,0.3636363636363636,0.4666666666666667,22
300,80,0.0,29,0.2,DeepLINK,0.5,0.5,30
300,80,0.0,30,0.2,DeepLINK,0.4642857142857143,0.5,28
300,80,0.0,31,0.2,DeepLINK,0.5135135135135135,0.6,37
300,80,0.0,32,0.2,DeepLINK,0.3333333333333333,0.4666666666666667,21
300,80,0.0,33,0.2,DeepLINK,0.6,0.0666666666666666,5
300,80,0.0,34,0.2,DeepLINK,0.32,0.5666666666666667,25
300,80,0.0,35,0.2,DeepLINK,0.4583333333333333,0.4333333333333333,24
300,80,0.0,36,0.2,DeepLINK,0.48,0.4333333333333333,25
300,80,0.0,37,0.2,DeepLINK,0.6111111111111112,0.4666666666666667,36
300,80,0.0,38,0.2,DeepLINK,0.5,0.5,30
300,80,0.0,39,0.2,DeepLINK,0.3333333333333333,0.4666666666666667,21
300,80,0.0,40,0.2,DeepLINK,0.7058823529411765,0.5,51
300,80,0.0,41,0.2,DeepLINK,0.4285714285714285,0.5333333333333333,28
300,80,0.0,42,0.2,DeepLINK,0.4444444444444444,0.5,27
300,80,0.0,43,0.2,DeepLINK,0.6785714285714286,0.6,56
300,80,0.0,44,0.2,DeepLINK,0.375,0.3333333333333333,16
300,80,0.0,45,0.2,DeepLINK,0.391304347826087,0.4666666666666667,23
300,80,0.0,46,0.2,DeepLINK,0.3333333333333333,0.5333333333333333,24
300,80,0.0,47,0.2,DeepLINK,0.46875,0.5666666666666667,32
300,80,0.0,48,0.2,DeepLINK,0.5135135135135135,0.6,37
300,80,0.0,49,0.2,DeepLINK,0.4736842105263157,0.3333333333333333,19
300,80,0.0,50,0.2,DeepLINK,0.4230769230769231,0.5,26
300,80,0.0,51,0.2,DeepLINK,0.2352941176470588,0.4333333333333333,17
300,80,0.0,52,0.2,DeepLINK,0.5277777777777778,0.5666666666666667,36
300,80,0.0,53,0.2,DeepLINK,0.5625,0.4666666666666667,32
300,80,0.0,54,0.2,DeepLINK,0.5,0.6333333333333333,38
300,80,0.0,55,0.2,DeepLINK,0.639344262295082,0.7333333333333333,61
300,80,0.0,56,0.2,DeepLINK,0.6727272727272727,0.6,55
300,80,0.0,57,0.2,DeepLINK,0.4827586206896552,0.5,29
300,80,0.0,58,0.2,DeepLINK,0.4242424242424242,0.6333333333333333,33
300,80,0.0,59,0.2,DeepLINK,0.0,0.0,0
300,80,0.0,60,0.2,DeepLINK,0.65,0.4666666666666667,40
300,80,0.0,61,0.2,DeepLINK,0.35,0.4333333333333333,20
300,80,0.0,62,0.2,DeepLINK,0.5142857142857142,0.5666666666666667,35
300,80,0.0,63,0.2,DeepLINK,0.4444444444444444,0.5,27
300,80,0.0,64,0.2,DeepLINK,0.3846153846153846,0.5333333333333333,26
300,80,0.0,65,0.2,DeepLINK,0.5135135135135135,0.6,37
300,80,0.0,66,0.2,DeepLINK,0.6216216216216216,0.4666666666666667,37
300,80,0.0,67,0.2,DeepLINK,0.6216216216216216,0.4666666666666667,37
300,80,0.0,68,0.2,DeepLINK,0.4230769230769231,0.5,26
300,80,0.0,69,0.2,DeepLINK,0.5,0.5,30
300,80,0.0,70,0.2,DeepLINK,0.375,0.5,24
300,80,0.0,71,0.2,DeepLINK,0.3809523809523809,0.4333333333333333,21
300,80,0.0,72,0.2,DeepLINK,0.0,0.3333333333333333,10
300,80,0.0,73,0.2,DeepLINK,0.4857142857142857,0.6,35
300,80,0.0,74,0.2,DeepLINK,0.44,0.4666666666666667,25
300,80,0.0,75,0.2,DeepLINK,0.4375,0.3,16
300,80,0.0,76,0.2,DeepLINK,0.4666666666666667,0.5333333333333333,30
300,80,0.0,77,0.2,DeepLINK,0.3870967741935484,0.6333333333333333,31
300,80,0.0,78,0.2,DeepLINK,0.44,0.4666666666666667,25
300,80,0.0,79,0.2,DeepLINK,0.5555555555555556,0.4,27
300,80,0.0,80,0.2,DeepLINK,0.4838709677419355,0.5333333333333333,31
300,80,0.0,81,0.2,DeepLINK,0.4615384615384615,0.4666666666666667,26
300,80,0.0,82,0.2,DeepLINK,0.4571428571428571,0.6333333333333333,35
300,80,0.0,83,0.2,DeepLINK,0.35,0.4333333333333333,20
300,80,0.0,84,0.2,DeepLINK,0.3636363636363636,0.2333333333333333,11
300,80,0.0,85,0.2,DeepLINK,0.2307692307692307,0.3333333333333333,13
300,80,0.0,86,0.2,DeepLINK,0.5476190476190477,0.6333333333333333,42
300,80,0.0,87,0.2,DeepLINK,0.1875,0.4333333333333333,16
300,80,0.0,88,0.2,DeepLINK,0.2222222222222222,0.4666666666666667,18
300,80,0.0,89,0.2,DeepLINK,0.2777777777777778,0.4333333333333333,18
300,80,0.0,90,0.2,DeepLINK,0.3703703703703703,0.5666666666666667,27
300,80,0.0,91,0.2,DeepLINK,0.5384615384615384,0.4,26
300,80,0.0,92,0.2,DeepLINK,0.2857142857142857,0.5,21
300,80,0.0,93,0.2,DeepLINK,0.4666666666666667,0.5333333333333333,30
300,80,0.0,94,0.2,DeepLINK,0.55,0.6,40
300,80,0.0,95,0.2,DeepLINK,0.5,0.5,30
300,80,0.0,96,0.2,DeepLINK,0.2142857142857142,0.3666666666666666,14
300,80,0.0,97,0.2,DeepLINK,0.1764705882352941,0.4666666666666667,17
300,80,0.0,98,0.2,DeepLINK,0.4375,0.6,32
300,80,0.0,99,0.2,DeepLINK,0.5135135135135135,0.6,37
300,80,0.0,100,0.2,DeepLINK,0.5789473684210527,0.5333333333333333,38
300,80,1.0,1,0.05,DeepLINK,0.4347826086956521,0.4333333333333333,23
300,80,1.0,2,0.05,DeepLINK,0.0714285714285714,0.4333333333333333,14
300,80,1.0,3,0.05,DeepLINK,0.0769230769230769,0.4,13
300,80,1.0,4,0.05,DeepLINK,0.2142857142857142,0.3666666666666666,14
300,80,1.0,5,0.05,DeepLINK,0.2307692307692307,0.3333333333333333,13
300,80,1.0,6,0.05,DeepLINK,0.0909090909090909,0.3333333333333333,11
300,80,1.0,7,0.05,DeepLINK,0.375,0.5,24
300,80,1.0,8,0.05,DeepLINK,0.25,0.5,20
300,80,1.0,9,0.05,DeepLINK,0.25,0.5,20
300,80,1.0,10,0.05,DeepLINK,0.32,0.5666666666666667,25
300,80,1.0,11,0.05,DeepLINK,0.2666666666666666,0.3666666666666666,15
300,80,1.0,12,0.05,DeepLINK,0.1111111111111111,0.2666666666666666,9
300,80,1.0,13,0.05,DeepLINK,0.4,0.4,20
300,80,1.0,14,0.05,DeepLINK,0.2857142857142857,0.5,21
300,80,1.0,15,0.05,DeepLINK,0.1428571428571428,0.2,7
300,80,1.0,16,0.05,DeepLINK,0.4482758620689655,0.5333333333333333,29
300,80,1.0,17,0.05,DeepLINK,0.3333333333333333,0.2,9
300,80,1.0,18,0.05,DeepLINK,0.1,0.3,10
300,80,1.0,19,0.05,DeepLINK,0.0909090909090909,0.3333333333333333,11
300,80,1.0,20,0.05,DeepLINK,0.1111111111111111,0.2666666666666666,9
300,80,1.0,21,0.05,DeepLINK,0.1538461538461538,0.3666666666666666,13
300,80,1.0,22,0.05,DeepLINK,0.0714285714285714,0.4333333333333333,14
300,80,1.0,23,0.05,DeepLINK,0.238095238095238,0.5333333333333333,21
300,80,1.0,24,0.05,DeepLINK,0.0,0.5666666666666667,17
300,80,1.0,25,0.05,DeepLINK,0.1666666666666666,0.1666666666666666,6
300,80,1.0,26,0.05,DeepLINK,0.2352941176470588,0.4333333333333333,17
300,80,1.0,27,0.05,DeepLINK,0.125,0.4666666666666667,16
300,80,1.0,28,0.05,DeepLINK,0.1111111111111111,0.2666666666666666,9
300,80,1.0,29,0.05,DeepLINK,0.1538461538461538,0.3666666666666666,13
300,80,1.0,30,0.05,DeepLINK,0.4,0.5,25
300,80,1.0,31,0.05,DeepLINK,0.0625,0.5,16
300,80,1.0,32,0.05,DeepLINK,0.1666666666666666,0.3333333333333333,12
300,80,1.0,33,0.05,DeepLINK,0.0,0.2666666666666666,8
300,80,1.0,34,0.05,DeepLINK,0.217391304347826,0.6,23
300,80,1.0,35,0.05,DeepLINK,0.125,0.2333333333333333,8
300,80,1.0,36,0.05,DeepLINK,0.0666666666666666,0.4666666666666667,15
300,80,1.0,37,0.05,DeepLINK,0.2,0.2666666666666666,10
300,80,1.0,38,0.05,DeepLINK,0.25,0.2,8
300,80,1.0,39,0.05,DeepLINK,0.2,0.4,15
300,80,1.0,40,0.05,DeepLINK,0.1428571428571428,0.4,14
300,80,1.0,41,0.05,DeepLINK,0.44,0.4666666666666667,25
300,80,1.0,42,0.05,DeepLINK,0.4166666666666667,0.4666666666666667,24
300,80,1.0,43,0.05,DeepLINK,0.0909090909090909,0.3333333333333333,11
300,80,1.0,44,0.05,DeepLINK,0.0769230769230769,0.4,13
300,80,1.0,45,0.05,DeepLINK,0.3,0.4666666666666667,20
300,80,1.0,46,0.05,DeepLINK,0.0909090909090909,0.3333333333333333,11
300,80,1.0,47,0.05,DeepLINK,0.5,0.3666666666666666,22
300,80,1.0,48,0.05,DeepLINK,0.1,0.3,10
300,80,1.0,49,0.05,DeepLINK,0.3809523809523809,0.4333333333333333,21
300,80,1.0,50,0.05,DeepLINK,0.3125,0.3666666666666666,16
300,80,1.0,51,0.05,DeepLINK,0.0,0.4,12
300,80,1.0,52,0.05,DeepLINK,0.3181818181818182,0.5,22
300,80,1.0,53,0.05,DeepLINK,0.4117647058823529,0.3333333333333333,17
300,80,1.0,54,0.05,DeepLINK,0.15,0.5666666666666667,20
300,80,1.0,55,0.05,DeepLINK,0.2941176470588235,0.4,17
300,80,1.0,56,0.05,DeepLINK,0.2,0.5333333333333333,20
300,80,1.0,57,0.05,DeepLINK,0.1428571428571428,0.4,14
300,80,1.0,58,0.05,DeepLINK,0.25,0.6,24
300,80,1.0,59,0.05,DeepLINK,0.2,0.4,15
300,80,1.0,60,0.05,DeepLINK,0.25,0.4,16
300,80,1.0,61,0.05,DeepLINK,0.1,0.3,10
300,80,1.0,62,0.05,DeepLINK,0.0,0.3,9
